ALT(m)	PRESS(mb)	TEMP(C)	RH(%)	SPEED (m/s)	WDIR(deg)
1941	808.46		25.83	13.79	7.00		260.94
1943	808.25		25.75	13.77	7.00		260.29
1944	808.17		25.75	13.77	7.00		260.09
1946	808.00		25.73	13.76	7.00		258.04
1948	807.82		25.74	13.75	6.90		256.69
1949	807.75		25.75	13.76	6.90		256.29
1950	807.60		25.71	13.77	6.90		255.99
1951	807.56		25.75	13.76	6.90		255.79
1952	807.48		25.71	13.77	6.90		255.79
1953	807.39		25.71	13.76	6.90		255.99
1954	807.23		25.70	13.74	6.83		256.00
1956	807.07		25.71	13.72	7.05		257.60
1958	806.89		25.67	13.71	7.00		256.69
1959	806.81		25.64	13.71	7.00		256.79
1960	806.73		25.64	13.70	6.95		257.04
1962	806.52		25.60	13.70	6.70		257.69
1963	806.46		25.58	13.69	6.70		257.64
1964	806.31		25.62	13.69	6.65		258.40
1965	806.22		25.56	13.68	6.60		258.99
1967	806.03		25.60	13.68	6.53		260.16
1969	805.85		25.52	13.68	6.50		261.19
1970	805.81		25.56	13.67	6.70		261.79
1971	805.69		25.51	13.67	6.75		262.59
1973	805.52		25.49	13.67	6.60		263.49
1974	805.39		25.49	13.66	6.70		263.24
1976	805.21		25.49	13.66	6.60		263.34
1977	805.11		25.45	13.66	6.60		263.09
1978	805.02		25.45	13.66	6.60		264.39
1980	804.89		25.45	13.66	6.50		265.69
1981	804.80		25.45	13.66	6.50		266.59
1982	804.68		25.45	13.66	6.50		266.54
1984	804.52		25.43	13.67	6.40		267.24
1985	804.40		25.43	13.66	6.50		270.10
1987	804.25		25.41	13.66	6.60		270.64
1988	804.16		25.37	13.65	6.70		269.49
1989	804.04		25.37	13.64	6.60		268.70
1990	803.93		25.33	13.63	6.40		268.49
1991	803.87		25.35	13.64	6.35		267.91
1992	803.75		25.37	13.63	6.10		266.69
1993	803.66		25.33	13.63	6.20		266.19
1994	803.62		25.33	13.63	6.30		265.19
1995	803.50		25.34	13.61	6.30		265.49
1997	803.31		25.30	13.61	6.40		266.43
1999	803.12		25.32	13.60	6.45		267.04
2001	802.96		25.26	13.60	6.35		266.24
2002	802.84		25.28	13.60	6.40		265.49
2003	802.71		25.26	13.60	6.40		264.89
2004	802.66		25.22	13.59	6.30		264.19
2005	802.55		25.22	13.61	6.25		262.95
2006	802.46		25.26	13.60	6.40		261.24
2007	802.35		25.22	13.61	6.50		261.99
2008	802.30		25.21	13.59	6.40		262.99
2009	802.20		25.21	13.58	6.40		262.14
2011	802.03		25.19	13.59	6.40		261.44
2012	801.89		25.19	13.59	6.40		261.19
2013	801.82		25.21	13.59	6.30		260.79
2014	801.73		25.16	13.58	6.30		261.19
2015	801.65		25.15	13.58	6.20		262.69
2016	801.57		25.19	13.58	6.30		263.49
2017	801.44		25.15	13.59	6.10		263.79
2019	801.29		25.12	13.58	6.23		265.07
2020	801.19		25.13	13.58	6.50		266.35
2022	801.02		25.13	13.58	6.65		267.29
2023	800.94		25.15	13.59	6.80		267.39
2024	800.84		25.09	13.59	6.60		268.44
2025	800.74		25.09	13.60	6.50		271.09
2027	800.55		25.07	13.59	6.60		273.39
2029	800.35		25.07	13.60	7.00		276.99
2030	800.26		25.10	13.59	7.07		276.26
2031	800.21		25.07	13.58	7.20		273.39
2032	800.10		25.11	13.58	7.10		272.44
2033	799.97		25.04	13.58	7.10		271.19
2034	799.88		25.06	13.57	7.20		270.36
2035	799.85		25.00	13.58	7.20		269.09
2036	799.76		25.04	13.57	7.20		267.19
2037	799.62		25.04	13.57	7.20		267.13
2038	799.55		25.05	13.57	7.27		262.93
2039	799.43		25.00	13.57	7.30		259.49
2040	799.39		25.04	13.58	7.40		260.99
2041	799.24		25.00	13.58	7.20		258.89
2042	799.18		24.99	13.57	7.30		257.43
2043	799.06		24.93	13.57	7.20		252.59
2044	799.02		25.00	13.58	7.00		249.79
2045	798.92		24.93	13.58	6.70		247.59
2046	798.83		24.93	13.60	6.60		243.84
2047	798.70		24.89	13.63	6.90		243.69
2048	798.67		24.96	13.65	7.00		246.09
2049	798.56		24.93	13.68	7.00		246.69
2050	798.45		24.95	13.72	7.00		246.00
2052	798.27		24.93	13.75	7.10		247.49
2053	798.15		24.93	13.77	7.30		248.09
2055	798.01		24.93	13.83	7.23		248.35
2056	797.92		24.93	13.84	7.05		247.85
2057	797.79		24.91	13.83	6.95		246.00
2059	797.66		24.93	13.80	7.07		245.33
2060	797.54		24.91	13.76	7.05		246.59
2061	797.47		24.85	13.72	6.90		245.89
2062	797.36		24.89	13.70	6.60		247.29
2063	797.29		24.89	13.69	6.45		250.70
2065	797.12		24.87	13.70	6.50		255.79
